Date,Year,Month,Day,Weekday,Event
1867-08-08,1867,8,8,Thursday,"Reading Shakespeare's Pericles and Venus and Adonis (which GHL finds 'wretched stuff' - Letters 4: 386). Send news of their travels to Charles Lewes. "
1867-08-13,1867,8,13,Tuesday,"Advises Emanuel Deutsch to send the proof of his article on the Talmud to her at Dresden. "
1867-08-15,1867,8,15,Thursday,"New Reform Bill receives the royal assent, greatly extending the franchise. GE draws on this event when writing Middlemarch."
1867-08-23,1867,8,23,Friday,"GHL sends Charles Lewes details of their daily programme during their stay at Ilmenau. "
1867-10-01,1867,10,1,Tuesday,"Return to London. Records in Journal, 'We returned home after revisiting the scenes of cherished memories - Ilmenau, Dresden, and Berlin. Of new places we have seen Wetzlar, Cassel, Eisenach, and Hanover. At Ilmenau I wrote Fedelma’s soliloquy after her scene with Silva, and the following dialogue between her and Juan. At Dresden I re-wrote the whole scene between her and Zarca' (Cross 3: 21). "
1867-10-02,1867,10,2,Wednesday,"Thanks Blackwood for sending grouse while they were away - the grouse were forwarded to, and eaten by, GHL's mother. "
1867-10-09,1867,10,9,Wednesday,"Reading Percy's Reliques. "
1867-10-10,1867,10,10,Thursday,"Begins Gypsy-camp scene of Gypsy. Finishes reading Los Judios en España. Also reading Iliad book III. "
1867-10-11,1867,10,11,Friday,"Begins reading Prescott's Ferdinand and Isabella. "
1867-10-12,1867,10,12,Saturday,"Warmly recommends Deutsch's article 'The Talmud' in the current Quarterly Review to Sara Hennell. "
1867-10-16,1867,10,16,Wednesday,"GHL and Spencer begin brief walking tour in Surrey, Spencer introducing GHL to the Cross family. "
1867-10-18,1867,10,18,Friday,"Writes to Blackwood expressing admiration for Theodore Martin's Memoir of W. E. Aytoun. "
1867-10-31,1867,10,31,Thursday,"Journal records, 'I have now inserted all that I think of for the first part of The Spanish Gypsy. On Monday I wrote three new Lyrics. I have also re-written the first three scenes in the Gypsy camp, to the end of the dialogue between Juan and Fedalma. But I have determined to make the commencement of the second part continue the picture of what goes forward in Bedmar' (Cross 3: 23). "
1867-11-01,1867,11,1,Friday,"Begins book II of Gypsy. Stereotyped edition of Mill published. "
1867-11-07,1867,11,7,Thursday,"Congratulates Harrison on his article 'Culture: A Dialogue' in the current Fortnightly, also discussing her qualified veneration of Browning. Blackwood, singing Disraeli's praises, suggests GE write an address to working men for his magazine, and sign it Felix Holt. "
1867-11-09,1867,11,9,Saturday,"Asks Blackwood to put the beginning of Gypsy in type, but to keep the poem's existence a secret. Tells him of her disappointment at the lack of success of the Stereotyped edition, especially among young men, 'who are just the class I care most to influence' (Cross 3: 25). "
1867-11-10,1867,11,10,Sunday,"Writes to Cara Bray to express delight at the promise of a visit from her. "
1867-11-14,1867,11,14,Thursday,"Blackwood urges the case for the proposed 'Address to Working Men', reminding GE of the topicality of the Reform issue. "
1867-11-16,1867,11,16,Saturday,"Invites Emily Davies to discuss her plans for a college for women (eventually Girton College, Cambridge). "
1867-11-19,1867,11,19,Tuesday,"Discussion with Emily Davies. "
1867-11-20,1867,11,20,Wednesday,"Emily Davies tells Barbara Bodichon that GE 'said she thought the higher education of women was the thing about which there could be no doubt' (Letters 8: 409). "
1867-11-22,1867,11,22,Friday,"Begins 'Address to Working Men, by Felix Holt' for Blackwood’s. Urges Emily Davies to raise funds on a major scale, also telling Sara Hennell of her enthusiasm for the Women's College scheme. "
1867-11-29,1867,11,29,Friday,"Blackwood expresses his enthusiasm for Gypsy and satisfaction on hearing of progress with the 'Address'. "
1867-12-04,1867,12,4,Wednesday,"Sends manuscript of Address to Working Men to Blackwood. "
1867-12-05,1867,12,5,Thursday,"Hears part of debate on Abyssinia in House of Commons. "
1867-12-07,1867,12,7,Saturday,"Returns proof of 'Address' to Blackwood. "
1867-12-12,1867,12,12,Thursday,"Thanks Blackwood for the revised proofs of the 'Address', but remarks, 'I feel the danger of not being understood. Perhaps, by a good deal longer consideration and gradual shaping, I might have put the ideas into a more concrete easy form' (Cross 3: 27). "
1867-12-16,1867,12,16,Monday,"Consoles Emanuel Deutsch after the attacks made on his article. "
1867-12-21,1867,12,21,Saturday,"Reading Herbert Spencer's First Principles. "
1867-12-25,1867,12,25,Wednesday,"'George and I dined happily alone: he better for weeks than he has been all the summer before, - I more ailing than usual, but with much mental consolation, part of it being the delight he expresses in my poem' (Cross 3: 28). "
1867-12-26,1867,12,26,Thursday,"Reports herself depressed by the troubled state of European affairs and threat of war. "
1867-12-27,1867,12,27,Friday,"GHL leaves for Germany for research on his Problems of Life and Mind. "
1867-12-28,1867,12,28,Saturday,"Blackwood sends payment of £25 for 'Address'. "
1868-01-08,1868,1,8,Wednesday,"GHL returns to London, having 'had a brilliant time, gained great instruction, and seen some admirable men who received him warmly' (Cross 3: 33). "
1868-01-09,1868,1,9,Thursday,"Thanks Maria Congreve for gift of mittens. "
1868-01-12,1868,1,12,Sunday,"Tells Arthur Helps of her enjoyment in reading Queen Victoria's Leaves from the Journal of our Life in the Highlands. "
1868-01-27,1868,1,27,Monday,"Begin three-day visit to Tunbridge Wells to improve their health. Some proofs of Gypsy corrected there. "
1868-01-30,1868,1,30,Thursday,"Writes to D’Albert with family news and distress at national and international affairs. "
1868-02-07,1868,2,7,Friday,"Finishes book III of Gypsy. "
1868-02-09,1868,2,9,Sunday,"Helps Charles Lewes with his translation of Lessing’s Emilia Galotti. "
1868-02-25,1868,2,25,Tuesday,"Begin two-day visit to Cambridge."
1868-03-14,1868,3,14,Saturday,"Writes affectionately to Jane Senior, promising to communicate again on their return from Torquay. "
1868-03-18,1868,3,18,Wednesday,"Begin month at Torquay, Devon, where GE finishes Gypsy book IV, and GHL works at articles on Darwin. "
1868-03-22,1868,3,22,Sunday,"Deplores spoilt nature of Torquay in letter to Sara Hennell: 'Our selfishness does not adapt itself well to these oncomings of the millennium' (Cross 3: 35). "
1868-03-31,1868,3,31,Tuesday,"Discusses technical details of Gypsy edition, including the poem's length, in letter to Blackwood. "
1868-04-01,1868,4,1,Wednesday,"Blackwood sends favourable comments on books II and III of Gypsy. "
1868-04-03,1868,4,3,Friday,"Requests Blackwood to change spelling of Fidalma to Fedelma in proof passim. "
1868-04-16,1868,4,16,Thursday,"Return to London from Torquay. "
1868-04-17,1868,4,17,Friday,"Thanks Maria Congreve for the gift of her husband's pamphlet on Ireland on which she gives an opinion, and offering to contribute towards the expenses of publishing his translation of Comte's Positive Polity. "
1868-04-18,1868,4,18,Saturday,"Goes to see Holman Hunt's Isabella and the Pot of Basil. "
1868-04-21,1868,4,21,Tuesday,"Sends Blackwood the manuscript of book IV of Gypsy, and reports that she has been persuaded by GHL to return to the original ending. Gives permission for Carl Buchheim to include extracts from her works in his Materials for German Prose Composition. "
1868-04-22,1868,4,22,Wednesday,"Blackwood expresses his enthusiasm for what he has seen of Gypsy. "
1868-04-29,1868,4,29,Wednesday,"Gypsy completed. "
1868-05-02,1868,5,2,Saturday,"Blackwood offers £300 for first edition of Gypsy. "
1868-05-05,1868,5,5,Tuesday,"Queries the terms for Gypsy. Thanks Mary Cash for the gift of her Credentials of Conscience. "
1868-05-07,1868,5,7,Thursday,"Tells Cara Bray that she is apprehensive of what the public will think of her turning to poetry. "
1868-05-15,1868,5,15,Friday,"Attends lecture by Deutsch on the Talmud. "
1868-05-17,1868,5,17,Sunday,"Blackwood refuses to revise his offer for Gypsy. "
1868-05-20,1868,5,20,Wednesday,"Accepts Blackwood’s offer. "
1868-05-25,1868,5,25,Monday,"Gypsy published. Harrison sends thanks in advance for his presentation copy, and reminds GE of his Positivist suggestion of 19 July 1866. GE gracefully sidesteps Harrison's request: 'It would be better for you to encourage the growth towards a realisation in your own mind, rather than trust in transplantation' (Cross 3: 51). "
1868-05-26,1868,5,26,Tuesday,"Leave for two months in Germany and Switzerland (for itinerary see Letters 2: 52). Reading whilst there includes Morris's Earthly Paradise."
1868-06-04,1868,6,4,Thursday,"The Times praises Gypsy. "
1868-06-06,1868,6,6,Saturday,"The Spectator follows suit. "
1868-06-23,1868,6,23,Tuesday,"GHL declines permission for dramatisation of Gypsy. "
1868-06-27,1868,6,27,Saturday,"Sends Charles Lewes an account of their stay in Petersthal. "
1868-07-13,1868,7,13,Monday,"Visit peasant's cottage at St Margen (partly the inspiration for 'Agatha'). "
1868-07-23,1868,7,23,Thursday,"Return to London. "
1868-07-24,1868,7,24,Friday,"Reports to Blackwood on their holiday: 'I think we were hardly ever, except in Spain, so long ignorant of home sayings and doings' (Cross 3: 54). "
1868-07-27,1868,7,27,Monday,"Blackwood reports reasonable sale of Gypsy, but generally poor reviews: 'The reviewers have looked perseveringly for faults and shut their eyes to the beauties' (Letters 4: 460-1). "
1868-07-28,1868,7,28,Tuesday,"GE replies, 'I am serene, because I only expected the unfavourable' (Letters 3: 55). Darwin suggests that he and GHL exchange photographs. "
1868-07-30,1868,7,30,Thursday,"Thanks the Revd William MacIlwaine for pointing out errata in Gypsy. "
1868-08-07,1868,8,7,Friday,"Darwin writes to tell GHL that his recent articles on Darwin’s work have been excellent. "
1868-08-08,1868,8,8,Saturday,"Writes to Emily Davies on the physical and spiritual differences between the sexes. "
1868-08-30,1868,8,30,Sunday,"Thanks F. D. Maurice for the gift of his The Conscience: Lectures on Casuistry. "
1868-09-14,1868,9,14,Monday,"Begin three-day visit to Allbutt at Leeds, visiting a large art exhibition held in aid of the Leeds Infirmary. For details see Cross 3: 75-8. "
1868-09-20,1868,9,20,Sunday,"Warmly invites the Congreves to attend a meal of their choice. "
1868-09-24,1868,9,24,Thursday,"Corrects Gypsy for third edition. Reading A. W. Kinglake, The Invasion of the Crimea. Visited by the Congreves, with whom they go to the Zoo. "
1868-10-10,1868,10,10,Saturday,"Reads article on Ostrovsky by W.R. Shedden-Ralston in the July issue of Edinburgh Review. "
1868-10-13,1868,10,13,Tuesday,"Requests piano arrangements of Verdi's best operas. "
1868-10-20,1868,10,20,Tuesday,"Blackwood reports second [sic] edition of Gypsy nearly sold out. "
1868-10-21,1868,10,21,Wednesday,"Tells Blackwood that she is brooding on many subjects and hopes that the coming months will not be barren. "
1868-11-03,1868,11,3,Tuesday,"Spends the night with the Congreves, Richard Congreve commenting on Positivist strains in Gypsy. "
1868-11-04,1868,11,4,Wednesday,"Begin week at Sheffield and Matlock, touring an iron works at the former, and at the latter revisiting places previously seen in the company of her father. "
1868-11-11,1868,11,11,Wednesday,"Harrison congratulates GE on Gypsy, and gives his developing views on its meaning. "
1868-11-12,1868,11,12,Thursday,"Invites Maria Congreve to stay. Returns proofs for third edition of Gypsy. GHL asks Darwin if he may be allowed to call on him. "
1868-11-16,1868,11,16,Monday,"Writes to Barbara Bodichon about the visit to Matlock, reflecting that 'I am one of those perhaps exceptional people whose early childish dreams were much less happy than the real outcome of life' (Cross 3: 65). "
1868-11-18,1868,11,18,Wednesday,"Darwin proposes GHL for the Linnean Society. "
1868-11-20,1868,11,20,Friday,"Tells Sara Hennell about her Northern holiday, and sends news of Herbert Spencer. "
1868-11-22,1868,11,22,Sunday,"Records in Journal, 'The return of this St Cecilia’s Day finds me in better health than has been usual with me in these last six months. But I am not yet engaged in any work that makes a higher life for me - a life that is young and grows, though in my other life I am meditating the subject of Timoleon' (Cross 3: 67). "
1868-12-12,1868,12,12,Saturday,"Suggests Blackwood advertises third edition of Gypsy more prominently. "
1868-12-14,1868,12,14,Monday,"Blackwood apologises and reports over 700 copies of the edition sold. "
1868-12-16,1868,12,16,Wednesday,"Tells Maria Congreve with pleasure of the speed with which that 'mass of Positivism', Gypsy, has sold (Cross 3: 68). "
1868-12-19,1868,12,19,Saturday,"Congratulates Charles Bray on his arguments against the ballot: 'It has been a source of amazement to me that men acquainted with practical life can believe in the suppression of bribery by the ballot, as if bribery in all its protean forms could ever disappear by means of a single external arrangement' (Letters 3: 68-9). "
1868-12-29,1868,12,29,Tuesday,"Blackwood sends cheque for £333 for first two editions of The Spanish Gypsy."
1868-12-30,1868,12,30,Wednesday,"Records in Journal considerable satisfaction with the passing year, desiring that in the next year 'I may do some good lasting work, and make both my outward and inward habits less imperfect - that is, more directly leading to the best uses of life' (Cross 3: 70). "
1868-12-31,1868,12,31,Thursday,"Tells Blackwood that she deeply regrets that Browning has spent his powers on a subject unworthy of his talent, and hopes that she may finish some new work in the coming year. "
1869-01-01,1869,1,1,Friday,"First mention of Middlemarch, though thought of since completion of Holt. Again considers Timoleon as subject for a poem. "
